message_id,category,confidence,reason
MSG_0343,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0344,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0345,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0346,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0347,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0348,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0349,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0350,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0351,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0352,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0353,Personal Information,0.77,The message containes personal or profile related information
MSG_0354,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0355,Personal Information,0.77,The message containes personal or profile related information
MSG_0356,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0357,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0358,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0359,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0360,Promotional,0.85,"Promotional Language Detected by 2026-09-03 , need you to"
MSG_0361,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0362,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0363,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0364,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0365,Promotional,0.85,"Promotional Language Detected by 2026-09-07 , Please reply"
MSG_0366,Promotional,0.85,"Promotional Language Detected by 2026-09-03 , Please reply"
MSG_0367,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0368,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0369,Promotional,0.85,"Promotional Language Detected by 2026-09-04 , Please note: Please submit"
MSG_0370,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0371,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0372,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0373,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0374,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0375,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0376,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0377,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0378,Promotional,0.8,Promotional Language Detected Please join
MSG_0379,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , Please submit"
MSG_0380,Personal Information,0.77,The message containes personal or profile related information
MSG_0381,Personal Information,0.77,The message containes personal or profile related information
MSG_0382,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0383,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0384,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0385,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0386,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0387,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0388,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0389,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0390,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0391,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0392,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0393,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0394,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0395,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0396,Promotional,0.85,"Promotional Language Detected by 2026-09-07 , Please complete"
MSG_0397,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0398,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0399,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0400,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0401,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , need you to"
MSG_0402,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0403,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0404,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0405,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-16 at"
MSG_0406,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0407,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0408,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0409,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0410,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0411,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0412,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0413,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0414,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0415,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0416,Personal Information,0.77,The message containes personal or profile related information
MSG_0417,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , need you to"
MSG_0418,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , Please note: Please reply"
MSG_0419,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0420,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0421,Personal Information,0.77,The message containes personal or profile related information
MSG_0422,Promotional,0.85,"Promotional Language Detected by 2026-09-03 , Please complete"
MSG_0423,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0424,Meeting or Event,0.8,Meeting or Event Detected Reminder: sprint planning happens on 2026-09-11 at
MSG_0425,Promotional,0.85,"Promotional Language Detected by 2026-09-08 , need you to"
MSG_0426,Personal Information,0.77,The message containes personal or profile related information
MSG_0427,Promotional,0.8,Promotional Language Detected Please note: The project review
MSG_0428,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0429,Personal Information,0.77,The message containes personal or profile related information
MSG_0430,Promotional,0.8,Promotional Language Detected Please join
MSG_0431,Meeting or Event,0.8,Meeting or Event Detected event
MSG_0432,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0433,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0434,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0435,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0436,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0437,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0438,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0439,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0440,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0441,Personal Information,0.77,The message containes personal or profile related information
MSG_0442,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0443,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0444,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0445,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0446,Personal Information,0.77,The message containes personal or profile related information
MSG_0447,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0448,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0449,Promotional,0.8,Promotional Language Detected Please join
MSG_0450,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0451,Promotional,0.85,"Promotional Language Detected by 2026-09-07 , Please reply"
MSG_0452,Meeting or Event,0.8,Meeting or Event Detected event
MSG_0453,Personal Information,0.77,The message containes personal or profile related information
MSG_0454,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0455,Promotional,0.85,"Promotional Language Detected by 2026-09-06 , need you to"
MSG_0456,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0457,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0458,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0459,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0460,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0461,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0462,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0463,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0464,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0465,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-06 at"
MSG_0466,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0467,Promotional,0.85,"Promotional Language Detected by 2026-09-05 , need you to"
MSG_0468,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0469,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0470,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0471,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0472,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0473,Promotional,0.8,Promotional Language Detected Please note: Send
MSG_0474,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0475,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0476,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0477,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0478,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0479,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0480,Promotional,0.8,Promotional Language Detected by 2026-09-08
MSG_0481,Promotional,0.8,Promotional Language Detected Please note: Can you review
MSG_0482,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0483,Promotional,0.85,"Promotional Language Detected by 2026-09-10 , need you to"
MSG_0484,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0485,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0486,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0487,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0488,Meeting or Event,0.85,"Meeting or Event Detected catch-up , Reminder: mentor catch-up happens on 2026-09-16 at"
MSG_0489,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0490,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0491,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0492,Promotional,0.8,Promotional Language Detected Please note: Could you send
MSG_0493,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0494,Personal Information,0.77,The message containes personal or profile related information
MSG_0495,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0496,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0497,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0498,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0499,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0500,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0501,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0502,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0503,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0504,Personal Information,0.77,The message containes personal or profile related information
MSG_0505,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0506,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0507,Personal Information,0.77,The message containes personal or profile related information
MSG_0508,Promotional,0.8,Promotional Language Detected Please join
MSG_0509,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0510,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0511,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-11 at"
MSG_0512,Promotional,0.8,Promotional Language Detected Please note: Can you send
MSG_0513,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0514,Personal Information,0.87,The message containes personal or profile related information
MSG_0515,Promotional,0.85,"Promotional Language Detected by 2026-09-06 , need you to"
MSG_0516,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0517,Promotional,0.85,"Promotional Language Detected by 2026-09-04 , need you to"
MSG_0518,Personal Information,0.77,The message containes personal or profile related information
MSG_0519,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0520,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0521,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0522,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0523,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0524,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0525,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0526,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0527,Promotional,0.8,Promotional Language Detected by 2026-09-10
MSG_0528,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0529,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0530,Promotional,0.85,"Promotional Language Detected by 2026-09-08 , Please submit"
MSG_0531,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0532,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0533,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0534,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0535,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0536,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0537,Promotional,0.85,"Promotional Language Detected by 2026-09-04 , need you to"
MSG_0538,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0539,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0540,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0541,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0542,Personal Information,0.77,The message containes personal or profile related information
MSG_0543,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0544,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0545,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0546,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0547,Promotional,0.85,"Promotional Language Detected by 2026-09-10 , Please submit"
MSG_0548,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0549,Promotional,0.8,Promotional Language Detected Please join
MSG_0550,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0551,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0552,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , Please submit"
MSG_0553,Promotional,0.9,"Promotional Language Detected by 2026-09-03 , need you to , Please note: I need you to renew"
MSG_0554,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0555,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0556,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0557,Promotional,0.8,Promotional Language Detected by 2026-09-02
MSG_0558,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0559,Promotional,0.8,"Promotional Language Detected Please note: If possible, review"
MSG_0560,Personal Information,0.77,The message containes personal or profile related information
MSG_0561,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0562,Meeting or Event,0.8,Meeting or Event Detected event
MSG_0563,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0564,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0565,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0566,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0567,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0568,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0569,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0570,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0571,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0572,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0573,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0574,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0575,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0576,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0577,Promotional,0.85,"Promotional Language Detected by 2026-09-10 , Please note: Please complete"
MSG_0578,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0579,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0580,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0581,Personal Information,0.77,The message containes personal or profile related information
MSG_0582,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0583,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0584,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0585,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0586,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0587,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0588,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0589,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0590,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0591,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0592,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-21 at"
MSG_0593,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0594,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0595,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0596,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0597,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0598,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0599,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0600,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0601,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-21 at"
MSG_0602,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0603,Promotional,0.8,Promotional Language Detected Please note: Calendar update
MSG_0604,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0605,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0606,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0607,Promotional,0.85,"Promotional Language Detected by 2026-09-06 , need you to"
MSG_0608,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0609,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0610,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0611,Personal Information,0.77,The message containes personal or profile related information
MSG_0612,Promotional,0.85,"Promotional Language Detected by 2026-09-08 , need you to"
MSG_0613,Personal Information,0.87,The message containes personal or profile related information
MSG_0614,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0615,Promotional,0.85,"Promotional Language Detected by 2026-09-03 , need you to"
MSG_0616,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0617,Promotional,0.8,Promotional Language Detected by 2026-09-04
MSG_0618,Promotional,0.8,Promotional Language Detected Please note: Can you finish
MSG_0619,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0620,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0621,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0622,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0623,Promotional,0.8,Promotional Language Detected Please join
MSG_0624,Promotional,0.8,Promotional Language Detected Please note: Complete
MSG_0625,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0626,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0627,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0628,Promotional,0.8,Promotional Language Detected Please join
MSG_0629,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0630,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0631,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0632,Personal Information,0.77,The message containes personal or profile related information
MSG_0633,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0634,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0635,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0636,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0637,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-06 at"
MSG_0638,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , need you to"
MSG_0639,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , Please submit"
MSG_0640,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0641,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0642,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0643,Meeting or Event,0.8,Meeting or Event Detected Reminder: sprint planning happens on 2026-09-16 at
MSG_0644,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0645,Meeting or Event,0.8,Meeting or Event Detected Reminder: sprint planning happens on 2026-09-06 at
MSG_0646,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0647,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0648,Personal Information,0.77,The message containes personal or profile related information
MSG_0649,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0650,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0651,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0652,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0653,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0654,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0655,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0656,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0657,Promotional,0.85,"Promotional Language Detected by 2026-09-05 , need you to"
MSG_0658,Promotional,0.85,"Promotional Language Detected by 2026-09-05 , need you to"
MSG_0659,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , need you to"
MSG_0660,Promotional,0.8,Promotional Language Detected Please join
MSG_0661,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0662,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0663,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0664,Meeting or Event,0.8,Meeting or Event Detected Reminder: sprint planning happens on 2026-09-11 at
MSG_0665,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0666,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0667,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0668,Meeting or Event,0.8,Meeting or Event Detected Reminder: sprint planning happens on 2026-09-21 at
MSG_0669,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0670,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0671,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0672,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0673,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-21 at"
MSG_0674,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0675,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0676,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0677,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0678,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0679,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0680,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0681,Sensitive Information,0.99,Sensitive Information Detected : payment_details
